,股票代码,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,市值,股息率,日期
420,600373,中文传媒,10.4,-0.38,6.85,6.9,0.84,0.57,1.31,6.09,文化传媒,1409266.2678,5.2885,2022-05-17
421,600376,首开股份,5.18,-4.25,29.19,19.3,0.52,-,0.23,6.68,房地产开发,1336214.7954,7.722,2022-05-17
422,600377,宁沪高速,8.16,0.87,10.73,9.84,1.3,0.16,2.94,7.43,铁路公路,4110801.96,5.6373,2022-05-17
423,600383,金地集团,13.16,0.23,6.27,6.31,0.94,-,0.56,4.14,房地产开发,5941191.9808,5.3191,2022-05-17
424,600386,北巴传媒,3.4,-1.73,22.4,20.65,1.5,0.26,0.65,5.24,汽车服务,274176.0,2.3529,2022-05-17
425,600390,五矿资本,4.61,-0.22,7.35,6.1,0.52,-,1.74,3.04,多元金融,2073608.1766,7.6356,2022-05-17
426,600398,海澜之家,5.07,-1.74,9.23,8.79,1.44,0.24,1.1,5.38,纺织服装,2190039.8212,5.0493,2022-05-17
427,600408,安泰集团,3.5,-1.96,44.41,12.43,1.23,-,0.26,20.76,煤炭行业,352380.0,0.0,2022-05-17
428,600409,三友化工,6.74,-0.59,10.56,8.33,1.07,0.10,0.59,5.8,化学原料,1391371.528,3.635,2022-05-17
429,600420,国药现代,9.06,-1.2,21.88,16.37,1.11,-,0.7,4.67,化学制药,930436.8241,1.1037,2022-05-17
430,600425,青松建化,4.28,-2.51,15.62,18.74,1.17,0.57,1.45,9.91,水泥建材,590122.1568,0.0,2022-05-17
431,600428,中远海特,4.75,1.28,17.16,33.95,1.03,0.17,1.02,4.77,航运港口,1019659.1162,0.4211,2022-05-17
432,600429,三元股份,4.76,-1.04,33.28,29.07,1.43,0.04,0.92,41.1,食品饮料,712837.3348,0.105,2022-05-17
433,600433,冠豪高新,3.16,-1.56,54.37,42.02,1.15,-,0.79,4.13,造纸印刷,582880.0682,0.9593,2022-05-17
434,600439,瑞贝卡,2.76,-0.72,56.64,51.89,1.12,1.19,1.98,29.69,家用轻工,312427.9814,0.0,2022-05-17
435,600449,宁夏建材,12.58,-1.33,7.39,7.51,0.89,-,0.97,7.22,水泥建材,601551.7508,5.3259,2022-05-17
436,600458,时代新材,8.78,1.04,38.75,38.85,1.44,-,0.5,-283.86,风电设备,704856.7775,1.4237,2022-05-17
437,600461,洪城环境,8.02,-0.12,9.86,10.16,1.42,0.40,1.05,5.46,公用事业,833526.5494,4.7887,2022-05-17
438,600467,好当家,2.54,-1.93,57.07,56.08,1.12,8.98,2.95,11.2,农牧饲渔,371092.5532,0.5118,2022-05-17
439,600475,华光环能,10.7,0.56,10.29,10.3,1.04,0.37,0.9,7.92,电源设备,777704.2202,2.5162,2022-05-17
440,600480,凌云股份,7.86,0.38,25.41,26.2,1.15,0.15,0.45,5.12,橡胶制品,720734.8123,1.3877,2022-05-17
441,600482,中国动力,14.8,0.68,59.96,52.16,0.88,3.58,1.15,8.47,通用设备,3197809.5302,0.5135,2022-05-17
442,600483,福能股份,11.8,-2.24,16.94,18.18,1.27,-,1.96,13.89,电力行业,2306365.0966,2.1879,2022-05-17
443,600487,亨通光电,10.41,1.07,16.22,17.12,1.18,0.48,0.56,12.94,通信设备,2459061.1159,0.5692,2022-05-17
444,600489,中金黄金,7.08,0.43,20.07,20.21,1.36,2.44,0.59,7.19,贵金属,3431897.2953,2.2655,2022-05-17
445,600490,鹏欣资源,3.65,-0.54,78.89,108.62,1.27,-,1.16,7.03,有色金属,807703.7838,1.7675,2022-05-17
446,600491,龙元建设,5.22,-3.15,12.3,11.97,0.65,-,0.41,-6.92,工程建设,798533.6525,0.9579,2022-05-17
447,600495,晋西车轴,3.46,0.29,375.64,386.86,1.31,67.77,3.48,73.72,交运设备,418034.0466,0.2023,2022-05-17
448,600496,精工钢构,4.5,-1.96,12.34,13.19,1.19,2.17,0.56,327.13,水泥建材,905793.4571,0.6667,2022-05-17
449,600498,烽火通信,13.29,0.45,54.25,54.82,1.43,0.11,0.59,-53.29,通信设备,1578623.2512,0.5734,2022-05-17
450,600500,中化国际,6.39,0.95,7.79,8.12,1.48,0.02,0.22,5.99,化学制品,1766941.3756,0.6261,2022-05-17
451,600502,安徽建工,6.67,-7.36,10.28,10.48,1.37,0.30,0.16,-1.73,工程建设,1148013.9014,2.9985,2022-05-17
452,600503,华丽家族,2.83,-2.41,90.3,47.08,1.2,-,55.69,-47.86,房地产开发,453448.07,0.1767,2022-05-17
453,600508,上海能源,17.65,6.2,13.26,34.17,1.13,-,1.13,10.54,煤炭行业,1275597.27,1.5751,2022-05-17
454,600510,黑牡丹,9.11,-3.39,19.83,14.4,1.0,-,1.11,-3.45,房地产开发,953903.5678,2.5191,2022-05-17
455,600512,腾达建设,3.22,-3.88,20.98,6.28,0.88,0.66,0.82,15.19,工程建设,514846.7119,1.5528,2022-05-17
456,600526,菲达环保,5.35,-0.93,55.7,53.69,1.4,18.42,0.87,25.36,环保行业,292861.4995,0.0,2022-05-17
457,600528,中铁工业,8.11,-0.86,9.64,9.71,0.88,5.92,0.66,13.73,交运设备,1801678.3379,1.7386,2022-05-17
458,600531,豫光金铅,4.65,0.22,12.56,12.68,1.22,0.41,0.18,7.62,有色金属,506962.8248,1.8495,2022-05-17
459,600533,栖霞建设,4.06,-5.58,18.93,11.53,0.93,1.53,2.27,3.98,房地产开发,426300.0,2.4631,2022-05-17
460,600535,天士力,10.46,-3.06,10.67,6.69,1.27,0.06,1.96,6.36,中药,1577283.8284,3.1428,2022-05-17
461,600548,深高速,9.0,-1.1,7.93,7.53,0.99,0.38,1.84,5.03,铁路公路,1962693.2934,4.7778,2022-05-17
462,600551,时代出版,8.25,-0.36,10.97,11.12,0.79,0.35,0.51,9.46,文化传媒,399568.2661,3.5394,2022-05-17
463,600558,大西洋,3.02,-0.66,41.08,35.02,1.26,-,0.79,21.82,通用设备,271076.659,1.3245,2022-05-17
464,600561,江西长运,4.87,-1.42,87.4,120.71,1.27,-,0.79,2.9,铁路公路,138540.2016,0.0,2022-05-17
465,600567,山鹰国际,2.78,-0.71,10.33,8.47,0.79,1.19,0.38,5.19,造纸印刷,1283296.8741,1.3934,2022-05-17
466,600569,安阳钢铁,2.65,-0.75,27.28,7.4,0.74,0.09,0.15,2.16,钢铁行业,761191.6673,1.8868,2022-05-17
467,600575,淮河能源,3.2,-2.14,26.4,28.49,1.23,-,0.51,7.62,物流行业,1243603.5408,0.0,2022-05-17
468,600582,天地科技,4.69,-1.26,10.84,11.98,1.0,0.59,0.8,4.77,专用设备,1940998.1903,3.1983,2022-05-17
469,600583,海油工程,4.22,1.2,50.69,50.45,0.82,63.81,0.89,5.79,采掘行业,1865811.7256,1.6588,2022-05-17
470,600585,海螺水泥,37.98,-0.37,6.22,6.05,1.07,-,1.27,6.33,水泥建材,20126751.195,5.5819,2022-05-17
471,600586,金晶科技,5.95,0.17,7.75,6.5,1.5,0.03,1.18,5.0,玻璃玻纤,850118.15,0.5042,2022-05-17
472,600592,龙溪股份,7.22,-0.96,11.19,9.68,1.27,0.08,1.91,17.85,通用设备,288477.6783,1.5651,2022-05-17
473,600594,益佰制药,5.5,-2.83,19.5,17.87,1.23,4.08,1.36,7.59,中药,435560.07,2.3636,2022-05-17
474,600603,广汇物流,4.29,-2.94,11.41,9.38,0.99,-,1.91,2.88,房地产开发,537551.9494,6.6721,2022-05-17
475,600605,汇通能源,7.54,-2.46,28.06,25.81,1.38,1.41,14.85,9.61,商业百货,155536.9515,0.9663,2022-05-17
476,600606,绿地控股,4.25,-3.19,11.33,8.79,0.59,-,0.11,1.02,房地产开发,5430038.8942,5.6022,2022-05-17
477,600611,大众交通,3.07,-1.6,951.37,22.1,0.77,-,3.18,6.42,铁路公路,725785.7192,0.0,2022-05-17
478,600613,神奇制药,5.92,-6.48,44.35,45.41,1.34,-,1.35,16.29,化学制药,316170.4038,0.0,2022-05-17
479,600619,海立股份,5.99,-2.44,19.91,20.11,1.04,0.14,0.4,13.98,家电行业,649567.5237,1.8748,2022-05-17
480,600622,光大嘉宝,4.0,-5.66,16.37,16.42,0.84,-,1.42,1.94,房地产开发,599874.1608,0.0,2022-05-17
481,600623,华谊集团,7.46,-0.27,5.25,5.36,0.72,0.01,0.39,2.47,化学原料,1590061.4001,0.8038,2022-05-17
482,600628,新世界,9.16,-5.18,105.33,85.31,1.36,-,5.36,20.44,商业百货,592537.8517,0.6004,2022-05-17
483,600633,浙数文化,6.16,0.33,19.37,15.09,0.87,20.99,2.33,7.83,游戏,779690.0022,1.2987,2022-05-17
484,600637,东方明珠,7.07,-1.12,13.73,12.98,0.8,0.66,2.76,15.9,文化传媒,2414051.6421,3.7601,2022-05-17
485,600638,新黄浦,6.2,0.81,49.25,37.97,0.96,-,0.82,6.89,房地产开发,417506.0073,1.9355,2022-05-17
486,600639,浦东金桥,14.69,-3.61,6.86,10.16,1.28,0.09,2.44,36.53,房地产开发,1648824.5398,2.0422,2022-05-17
487,600642,申能股份,5.46,-0.55,27.6,16.33,0.87,-,1.0,12.58,电力行业,2681972.9205,5.079,2022-05-17
488,600643,爱建集团,5.98,0.0,8.64,8.42,0.76,-,2.43,5.63,多元金融,969909.6263,4.3217,2022-05-17
489,600648,外高桥,14.51,-1.76,11.63,17.58,1.32,0.35,1.54,3.23,房地产开发,1647391.5789,1.3784,2022-05-17
490,600649,城投控股,4.65,-3.53,9.65,12.9,0.56,0.71,1.28,-1.25,房地产开发,1176252.6698,1.9785,2022-05-17
491,600655,豫园股份,9.9,0.0,10.65,9.98,1.12,1.52,0.74,-5.04,珠宝首饰,3851479.1443,3.3239,2022-05-17
492,600657,信达地产,6.57,-4.92,34.06,22.98,0.78,-,0.76,14.46,房地产开发,1873684.2369,0.0,2022-05-17
493,600658,电子城,4.23,-2.08,86.86,149.85,0.69,4.75,2.37,1.79,房地产服务,473161.474,3.3097,2022-05-17
494,600665,天地源,3.68,-3.41,8.27,8.44,0.77,0.72,0.46,6.77,房地产开发,317997.0877,4.1304,2022-05-17
495,600668,尖峰集团,13.97,-2.24,5.62,5.2,0.93,0.05,1.25,9.54,水泥建材,480685.1077,2.8633,2022-05-17
496,600675,中华企业,3.4,-5.29,33.08,25.74,1.34,-,2.19,5.83,房地产开发,2072685.9857,4.0255,2022-05-17
497,600682,南京新百,9.07,-1.41,11.91,11.19,0.7,0.25,2.0,6.12,商业百货,1220941.9244,0.2205,2022-05-17
498,600683,京投发展,4.69,-5.25,11.93,10.57,1.12,-,0.65,1.32,房地产开发,347424.693,5.3305,2022-05-17
499,600685,中船防务,14.79,-0.4,237.53,263.34,1.46,-,1.9,2.88,船舶制造,2090575.9331,1.1224,2022-05-17
500,600688,上海石化,3.2,1.59,33.29,17.31,1.13,0.25,0.36,13.34,石油行业,3463620.32,3.125,2022-05-17
501,600693,东百集团,4.28,-4.25,30.64,30.65,1.11,-,2.03,11.29,商业百货,384442.0753,0.0,2022-05-17
502,600694,大商股份,21.2,-2.89,9.63,8.87,0.69,0.24,0.81,17.18,商业百货,622683.5444,2.7423,2022-05-17
503,600697,欧亚集团,14.0,-2.85,112.58,78.7,0.86,3.71,0.27,1.63,商业百货,222723.305,2.8571,2022-05-17
504,600704,物产中大,5.02,-0.2,6.37,6.55,0.88,0.12,0.05,-12.13,物流行业,2608408.0841,3.8814,2022-05-17
505,600705,中航产融,3.29,0.3,7.69,6.56,0.8,0.17,1.56,-27.81,多元金融,2934671.6523,3.3702,2022-05-17
506,600707,彩虹股份,4.22,0.24,18.54,5.67,0.7,0.07,1.12,2.82,光学光电子,1514300.4669,0.0,2022-05-17
507,600708,光明地产,2.71,-2.52,108.82,86.18,0.56,-,0.23,1.05,房地产开发,603960.5574,0.738,2022-05-17
508,600710,苏美达,5.72,0.0,9.6,9.74,1.28,0.21,0.04,0.91,贸易行业,747460.6762,4.3881,2022-05-17
509,600713,南京医药,4.75,-2.06,11.6,12.31,1.09,0.30,0.14,11.33,医药商业,621689.9807,1.843,2022-05-17
510,600716,凤凰股份,5.34,0.38,63.16,141.62,0.89,-,8.17,-34.33,房地产开发,499856.3551,0.5618,2022-05-17
511,600717,天津港,4.03,-1.47,12.88,11.99,0.67,0.23,0.86,4.6,航运港口,1166282.4183,1.7783,2022-05-17
512,600718,东软集团,9.77,0.41,10.29,10.34,1.26,0.00,1.37,17.57,互联网服务,1213717.6182,0.0,2022-05-17
513,600720,祁连山,15.2,6.67,13.06,12.45,1.43,-,1.51,6.88,水泥建材,1179961.2286,4.4737,2022-05-17
514,600727,鲁北化工,8.36,0.0,10.04,8.96,1.43,0.08,0.89,35.22,化学原料,441895.5009,3.5885,2022-05-17
515,600729,重庆百货,21.62,-2.96,9.17,8.97,1.42,-,0.44,5.18,商业百货,878914.5413,16.7862,2022-05-17
516,600736,苏州高新,6.0,0.84,17.94,17.04,0.94,0.58,0.58,-1.02,房地产开发,690775.7442,0.6667,2022-05-17
517,600739,辽宁成大,13.34,-0.74,10.73,9.45,0.72,-,1.14,27.96,贸易行业,2040632.8945,1.6492,2022-05-17
518,600740,山西焦化,5.41,-0.73,10.27,11.0,1.09,1.11,1.16,19.83,煤炭行业,1386107.5443,2.8437,2022-05-17
519,600741,华域汽车,20.62,1.53,9.44,10.05,1.28,0.52,0.46,7.33,汽车零部件,6500916.855,3.6372,2022-05-17
520,600742,一汽富维,8.67,0.81,10.64,8.93,0.85,1.75,0.3,3.46,汽车零部件,588271.8574,3.4123,2022-05-17
521,600748,上实发展,4.02,-2.9,21.35,13.95,0.74,0.01,0.77,-2.09,房地产开发,741514.2826,3.8806,2022-05-17
522,600751,海航科技,2.68,-1.83,2.82,2.52,1.11,-,0.09,2.39,互联网服务,777022.5258,0.0,2022-05-17
523,600755,厦门国贸,7.96,-1.49,4.84,4.94,0.86,0.16,0.03,-5.21,贸易行业,1685662.1814,5.3272,2022-05-17
524,600757,长江传媒,5.34,-0.74,8.87,9.29,0.77,-,1.03,6.42,文化传媒,648089.2458,6.5543,2022-05-17
525,600758,辽宁能源,4.37,2.1,26.51,217.01,1.08,-,0.92,2.76,煤炭行业,577721.6012,0.0,2022-05-17
526,600761,安徽合力,9.83,-0.41,11.21,11.48,1.21,-,0.46,7.32,工程机械,727597.7284,3.5605,2022-05-17
527,600777,新潮能源,2.18,5.31,23.21,40.6,1.22,-,2.8,3.56,石油行业,1482508.0899,0.0,2022-05-17
528,600780,通宝能源,4.9,-1.8,16.67,30.19,0.93,-,0.65,6.2,电力行业,561786.2363,1.8367,2022-05-17
529,600782,新钢股份,5.74,0.17,4.16,4.21,0.66,0.07,0.17,5.34,钢铁行业,1830326.8275,5.1269,2022-05-17
530,600787,中储股份,5.74,0.35,10.93,14.27,0.97,0.21,0.16,4.78,物流行业,1257241.582,1.3763,2022-05-17
531,600790,轻纺城,3.85,-5.64,12.87,13.06,0.97,1.27,6.07,30.27,商业百货,564329.5073,2.5974,2022-05-17
532,600791,京能置业,4.64,-5.31,123.21,365.43,1.48,-,0.73,4.35,房地产开发,210136.32,0.0,2022-05-17
533,600798,宁波海运,4.09,-2.39,16.54,15.67,1.26,0.12,2.14,5.78,航运港口,493472.4882,1.467,2022-05-17
534,600808,马钢股份,3.89,-0.26,5.96,5.67,0.89,0.05,0.26,1.87,钢铁行业,3024759.4314,3.3004,2022-05-17
535,600810,神马股份,9.2,-0.43,4.43,4.48,1.19,0.01,0.67,6.36,化纤行业,960641.679,6.5342,2022-05-17
536,600819,耀皮玻璃,4.79,-1.03,45.42,41.96,1.27,-,0.94,8.0,玻璃玻纤,447824.7971,1.2109,2022-05-17
537,600820,隧道股份,5.82,-3.8,7.75,7.65,0.73,1.38,0.29,2.66,工程建设,1829863.9267,3.7801,2022-05-17
538,600823,世茂股份,3.04,-2.88,13.88,11.87,0.44,-,0.62,-0.86,房地产开发,1140355.1513,5.5921,2022-05-17
539,600825,新华传媒,3.73,-1.84,111.34,116.66,1.49,-,3.07,7.22,文化传媒,389743.1681,0.0,2022-05-17
540,600826,兰生股份,7.39,-2.12,46.07,33.0,1.12,-,4.4,316.44,贸易行业,396045.5414,1.7591,2022-05-17
541,600827,百联股份,11.42,-5.62,32.07,27.08,1.15,-,0.59,5.58,商业百货,2037519.9896,1.3135,2022-05-17
542,600828,茂业商业,3.57,-2.99,25.93,15.1,0.87,0.17,1.62,4.77,商业百货,618317.7689,2.8011,2022-05-17
543,600829,人民同泰,5.72,-1.89,11.7,11.96,1.48,0.11,0.35,-965.35,医药商业,331696.2775,2.0979,2022-05-17
544,600830,香溢融通,5.26,-0.57,265.71,143.8,1.13,1.00,8.68,-3.51,多元金融,238973.7649,0.0,2022-05-17
545,600831,广电网络,5.81,-4.13,70.85,64.63,1.09,16.73,1.36,35.32,文化传媒,412802.4673,0.5163,2022-05-17
546,600835,上海机电,11.88,1.28,16.77,14.98,0.97,-,0.51,12.42,专用设备,1215014.2979,3.2828,2022-05-17
547,600837,海通证券,8.91,0.22,10.87,9.08,0.71,0.67,3.22,2.68,证券,11640202.2,2.8058,2022-05-17
548,600839,四川长虹,2.69,-1.1,39.51,43.63,0.93,0.09,0.13,4.14,家电行业,1241769.6957,0.3717,2022-05-17
549,600841,动力新科,6.62,-2.65,18.58,15.59,1.1,0.03,0.52,-4.24,汽车零部件,1080076.6546,0.5085,2022-05-17
550,600843,上工申贝,4.93,0.41,65.21,57.01,1.11,-,1.13,70.94,专用设备,351591.0746,0.0,2022-05-17
551,600846,同济科技,7.7,-0.9,8.51,8.33,1.4,-,0.81,1.82,工程建设,481066.3673,4.1558,2022-05-17
552,600858,银座股份,5.34,-3.78,45.74,76.72,1.17,-,0.48,17.67,商业百货,277715.5585,0.0,2022-05-17
553,600859,王府井,22.53,-2.09,18.21,19.04,1.29,0.04,2.02,11.72,商业百货,2552291.7891,0.4562,2022-05-17
554,600874,创业环保,6.66,-1.04,13.15,13.71,1.3,0.60,2.01,8.58,公用事业,950534.1344,1.8018,2022-05-17
555,600875,东方电气,13.01,0.93,15.71,17.73,1.21,0.71,0.79,-9.43,电源设备,4057820.4701,1.3839,2022-05-17
556,600879,航天电子,6.11,0.0,28.28,30.25,1.24,1.97,0.99,-22.3,航天航空,1661474.7545,0.0,2022-05-17
557,600894,广日股份,6.26,-0.48,8.73,8.34,0.64,-,0.68,-278.14,专用设备,538326.7563,6.3898,2022-05-17
558,600897,厦门空港,14.7,-1.08,43.43,30.89,1.14,-,3.68,9.84,航空机场,437780.7,1.1769,2022-05-17
559,600901,江苏租赁,5.15,0.59,7.22,7.42,1.04,0.68,3.87,-8.29,多元金融,1538124.7335,5.8252,2022-05-17
560,600908,无锡银行,5.67,0.18,6.35,6.68,0.77,0.30,2.37,1.31,银行,1055570.9293,3.1746,2022-05-17
561,600909,华安证券,4.2,0.0,14.58,13.85,1.03,1.03,5.82,-247.9,证券,1973017.4923,2.2023,2022-05-17
562,600918,中泰证券,7.11,-0.28,17.99,15.48,1.39,0.58,3.95,5.53,证券,4954692.9125,1.5331,2022-05-17
563,600919,江苏银行,7.15,0.85,5.02,5.36,0.68,0.16,1.61,0.76,银行,10560288.0533,4.4196,2022-05-17
564,600926,杭州银行,14.1,0.0,8.32,9.03,1.12,0.26,2.74,-1.12,银行,8361673.7205,2.4822,2022-05-17
565,600928,西安银行,3.67,-0.54,6.03,5.82,0.58,3.47,2.38,1.03,银行,1631111.1113,5.1771,2022-05-17
566,600938,中国海油,15.82,0.7,8.32,10.63,1.45,0.00,2.63,4.58,石油行业,74745475.3667,,2022-05-17
567,600939,重庆建工,4.68,-8.06,31.6,32.56,1.16,21.38,0.16,62.17,工程建设,890033.5412,0.9174,2022-05-17
568,600941,中国移动,65.08,0.02,11.83,11.99,1.12,0.00,1.59,4.4,通信服务,139029276.5801,,2022-05-17
569,600958,东方证券,8.93,1.02,17.15,14.13,1.26,0.13,3.4,-2.66,证券,7844241.7208,2.2363,2022-05-17
570,600959,江苏有线,3.26,-2.69,48.78,51.74,0.74,0.16,2.17,7.48,文化传媒,1630233.9656,0.9202,2022-05-17
571,600963,岳阳林纸,5.24,-1.13,37.04,31.72,1.06,-,1.25,28.28,造纸印刷,945533.4291,1.3254,2022-05-17
572,600966,博汇纸业,7.4,-0.8,9.2,5.8,1.38,0.11,0.6,5.17,造纸印刷,989264.7731,1.6892,2022-05-17
573,600967,内蒙一机,8.91,0.45,19.57,20.34,1.43,1.34,1.03,-7.35,交运设备,1518488.3689,0.9315,2022-05-17
574,600968,海油发展,2.49,1.63,18.54,19.72,1.23,-,0.63,5.93,采掘行业,2531110.9456,1.8072,2022-05-17
575,600969,郴电国际,8.89,-2.95,52.48,71.65,0.9,0.28,0.93,3.51,电力行业,328974.8803,0.3105,2022-05-17
576,600970,中材国际,8.21,-0.48,10.15,10.28,1.38,0.11,0.5,12.4,工程建设,1860083.9245,2.1486,2022-05-17
577,600971,恒源煤电,7.5,1.21,5.93,6.49,0.87,0.06,1.2,4.14,煤炭行业,900003.663,4.4,2022-05-17
578,600979,广安爱众,3.18,-0.93,19.23,18.75,0.95,1.76,1.6,7.43,电力行业,391858.6132,1.5723,2022-05-17
579,600981,汇鸿集团,2.91,-2.35,26.76,26.24,1.17,5.51,0.15,-41.64,贸易行业,652548.0589,1.2027,2022-05-17
580,600984,建设机械,7.33,-0.54,27.81,18.92,1.17,-,1.54,88.73,工程机械,708779.382,1.3643,2022-05-17
581,600985,淮北矿业,14.46,1.69,6.88,7.5,1.22,0.17,0.51,3.02,煤炭行业,3587577.9476,4.1426,2022-05-17
582,600987,航民股份,5.24,-0.95,8.07,8.26,0.99,0.69,0.58,8.38,纺织服装,550629.0821,3.9258,2022-05-17
583,600997,开滦股份,7.21,1.12,6.37,6.31,0.81,0.10,0.52,2.31,煤炭行业,1144803.6926,3.8835,2022-05-17
584,600998,九州通,12.39,0.41,10.85,9.48,1.07,-,0.19,7.18,医药商业,2321724.2374,3.9383,2022-05-17
585,600999,招商证券,12.9,0.23,10.66,9.63,1.14,0.43,4.13,92.24,证券,11218519.5797,3.3876,2022-05-17
586,601000,唐山港,2.57,-3.38,7.57,7.29,0.8,0.61,2.76,7.3,航运港口,1522963.6538,13.6187,2022-05-17
587,601002,晋亿实业,4.77,-0.83,20.81,21.27,1.09,-,1.54,-485.22,通用设备,457577.514,1.0482,2022-05-17
588,601003,柳钢股份,4.17,-0.95,38.09,7.34,0.89,-,0.11,3.23,钢铁行业,1068684.7644,5.9952,2022-05-17
589,601005,重庆钢铁,1.78,0.0,9.77,6.98,0.7,0.05,0.41,2.29,钢铁行业,1587511.2035,0.0,2022-05-17
590,601006,大秦铁路,6.53,-0.31,8.42,7.97,0.78,0.73,1.25,6.17,物流行业,9708097.8465,7.3506,2022-05-17
591,601008,连云港,3.85,-1.28,37.65,43.82,1.17,0.16,2.28,4.21,航运港口,477645.6323,0.4534,2022-05-17
592,601009,南京银行,11.68,5.42,6.97,7.38,1.02,0.32,2.72,1.91,银行,11698015.8067,3.3619,2022-05-17
593,601010,文峰股份,3.04,-2.56,43.8,23.75,1.19,-,2.33,15.55,商业百货,561792.0,4.7697,2022-05-17
594,601011,宝泰隆,3.88,0.26,49.2,49.14,0.98,0.29,2.09,11.64,煤炭行业,743277.8411,1.0795,2022-05-17
595,601015,陕西黑猫,5.12,-0.19,8.41,6.85,1.2,0.02,0.53,40.58,煤炭行业,1045758.7912,0.7792,2022-05-17
596,601018,宁波港,3.95,-1.0,14.37,14.41,1.12,0.48,2.57,6.13,航运港口,6243929.8612,2.0759,2022-05-17
597,601019,山东出版,6.28,-1.26,8.31,8.55,1.04,1.02,1.18,5.42,文化传媒,1310573.2,5.0955,2022-05-17
598,601077,渝农商行,3.86,-0.26,4.41,4.59,0.42,0.31,1.42,0.56,银行,4383802.0,5.7513,2022-05-17
599,601098,中南传媒,9.81,-1.6,11.57,11.63,1.2,2.01,1.51,20.36,文化传媒,1761876.0,6.422,2022-05-17
600,601101,昊华能源,8.31,0.61,4.62,4.95,1.0,0.00,1.14,2.24,煤炭行业,997198.564,0.361,2022-05-17
601,601107,四川成渝,4.03,-0.98,6.82,6.6,0.7,0.03,1.27,6.62,铁路公路,1232398.18,1.9851,2022-05-17
602,601108,财通证券,7.09,0.0,14.46,12.83,1.32,1.12,5.75,15.05,证券,3292404.6267,2.1802,2022-05-17
603,601117,中国化学,9.38,-0.95,11.95,12.37,1.16,0.37,0.39,-23.05,工程建设,5730683.4115,1.9196,2022-05-17
604,601128,常熟银行,7.62,-0.91,9.03,9.55,1.01,0.40,2.61,-12.71,银行,2088532.2149,2.6247,2022-05-17
605,601155,新城控股,24.85,-0.64,4.48,4.46,0.94,-,0.33,1.95,房地产开发,5625011.5554,8.237,2022-05-17
606,601162,天风证券,2.96,0.0,62.09,43.75,1.03,1.42,6.26,14.37,证券,2565064.2093,0.1689,2022-05-17
607,601163,三角轮胎,11.27,-0.27,19.37,15.02,0.8,-,1.06,17.07,橡胶制品,901600.0,3.5492,2022-05-17
608,601166,兴业银行,19.59,1.29,4.71,4.92,0.65,0.19,1.81,-1.19,银行,40696639.6812,4.0939,2022-05-17
609,601169,北京银行,4.44,-0.22,4.14,4.22,0.42,1.25,1.41,-1.49,银行,9387485.0168,6.7568,2022-05-17
610,601179,中国西电,4.14,0.0,36.2,39.0,1.03,0.20,1.4,7.77,电网设备,2122115.2937,0.7246,2022-05-17
611,601186,中国铁建,8.24,-0.6,4.42,4.53,0.53,0.44,0.11,64.55,工程建设,11189542.196,2.7913,2022-05-17
612,601187,厦门银行,5.81,-0.34,6.79,7.07,0.74,0.34,2.77,2.01,银行,1533333.3029,3.0981,2022-05-17
613,601188,龙江交通,3.02,0.67,23.5,23.64,0.87,-,7.49,17.47,铁路公路,397395.3284,1.5232,2022-05-17
614,601198,东兴证券,8.0,0.63,18.06,15.65,0.97,2.16,4.98,1.45,证券,2585956.416,1.8131,2022-05-17
615,601200,上海环境,9.7,0.0,17.18,15.85,1.09,1.83,1.5,14.89,环保行业,1088202.7867,0.8763,2022-05-17
616,601211,国泰君安,14.2,0.28,9.64,8.42,0.92,0.25,3.16,3.01,证券,12647473.7927,3.9393,2022-05-17
617,601212,白银有色,2.68,0.37,165.84,242.78,1.31,12.32,0.25,27.28,有色金属,1984479.5689,0.1119,2022-05-17
618,601218,吉鑫科技,4.04,1.0,18.98,18.9,1.43,-,2.14,13.21,风电设备,394853.44,4.9401,2022-05-17
619,601222,林洋能源,7.3,1.96,16.05,16.16,1.02,-,2.82,12.29,仪器仪表,1503923.4839,1.1988,2022-05-17
620,601226,华电重工,4.44,-0.67,24.88,17.09,1.34,0.08,0.5,8.5,工程机械,518152.44,0.5795,2022-05-17
621,601228,广州港,3.41,-0.87,17.74,18.6,1.41,0.49,1.75,11.56,航运港口,2111874.38,1.261,2022-05-17
622,601229,上海银行,6.42,0.0,4.08,4.14,0.48,0.75,1.61,2.68,银行,9120668.5572,6.2305,2022-05-17
623,601233,桐昆股份,15.38,0.65,5.21,5.06,1.0,0.03,0.61,13.32,化纤行业,3708301.7802,0.8019,2022-05-17
624,601238,广汽集团,13.55,3.2,17.77,19.33,1.46,0.66,1.71,-40.04,汽车整车,14178662.6252,1.4536,2022-05-17
625,601258,庞大集团,1.36,2.26,40.45,15.49,1.2,0.92,0.5,-27.01,汽车服务,1390902.6095,0.0,2022-05-17
626,601288,农业银行,3.02,-0.66,4.3,4.38,0.5,0.36,1.45,4.72,银行,105694876.2296,6.1291,2022-05-17
627,601298,青岛港,5.63,0.0,9.1,9.22,1.01,2.87,2.17,10.05,航运港口,3654489.3,4.6572,2022-05-17
628,601311,骆驼股份,8.77,0.8,14.77,12.37,1.19,1.16,0.84,12.7,电池,1028849.1455,2.1723,2022-05-17
